Index;Title;HtmlCode
172;"Lamentazioni del Signore (Improperi)";"<p class=""nome-canto"">172 Lamentazioni del Signore (Improperi)</p><p class=""canto-ritornello"">Che male ho fatto mai popolo mio?</br>Perché mi fai soffrire? Morirò per te!</p><p class=""canto-testo"">1. Io per te ho flagellato l'Egitto</br>e tu mi hai fatto flagellare.</br>Ho sommerso nel mare i tuoi nemici</br>e tu mi hai consegnato alla morte!</p><p class=""canto-ritornello"">Che male ho fatto mai popolo mio?</br>Perché mi fai soffrire? Morirò per te!</p><p class=""canto-testo"">2. Per salvarti ho aperto il mar Rosso</br>e tu hai squarciato il mio cuore.</br>Ho tracciato a te una strada nel deserto</br>e tu mi hai trascinato alla croce!</p><p class=""canto-ritornello"">Che male ho fatto mai popolo mio?</br>Perché mi fai soffrire? Morirò per te!</p><p class=""canto-testo"">3. Ti ho nutrito con la manna nel deserto</br>e tu mi hai ricoperto con gli sputi.</br>Per te ho colpito i tuoi nemici</br>e tu hai percosso il mio volto!</p><p class=""canto-ritornello"">Che male ho fatto mai popolo mio?</br>Perché mi fai soffrire? Morirò per te!</p><p class=""canto-testo"">4. Io ti ho dato la terra promessa</br>e tu mi hai chiuso la tua casa.</br>Ti ho difeso dalla spada dei nemici</br>e tu mi ha trafitto con la lancia!</p><p class=""canto-ritornello"">Che male ho fatto mai popolo mio?</br>Perché mi fai soffrire? Morirò per te!</p>"
173;"Laudato si', Signore";"<p class=""nome-canto"">173 Laudato si', Signore</p><p class=""canto-testo"">1. Laudato si' mi' Signore,</br>per frate sole, sora luna.</br>Frate vento, il cielo e le stelle,</br>per sora acqua, frate focu.</p><p class=""canto-ritornello"">Laudato si' Signore,</br>per la terra e le tue creature.</p><p class=""canto-testo"">2. Laudato si' mi' Signore,</br>quello che porta la tua pace.</br>E saprà perdonare,</br>per il tuo amore saprà amare.</p><p class=""canto-ritornello"">Laudato si' Signore,</br>per la terra e le tue creature.</p><p class=""canto-testo"">3. Laudato si' mi' Signore,</br>per sora morte corporale.</br>Dalla quale homo vivente</br>non potrà mai, mai scappare.</p><p class=""canto-ritornello"">Laudato si' Signore,</br>per la terra e le tue creature.</p><p class=""canto-testo"">4. Laudate e benedite</br>ringraziate e servite</br>il Signore con umiltà</br>ringraziate e servite.</p><p class=""canto-ritornello"">Laudato si' Signore,</br>per la terra e le tue creature.</p>"
174;"Laudato sii";"<p class=""nome-canto"">174 Laudato sii</p><p class=""canto-ritornello"">Laudato sii, o mio Signore. (4 volte)</p><p class=""canto-testo"">1. E per tutte le tue creature,</br>per il sole e per la luna,</br>per le stelle e per il vento,</br>e per l'acqua e per il fuoco.</p><p class=""canto-ritornello"">Laudato sii, o mio Signore. (4 volte)</p><p class=""canto-testo"">2. Per sorella madre terra,</br>ci alimenta e ci sostiene,</br>per i frutti, i fiori e l'erba,</br>per i monti e per il mare.</p><p class=""canto-ritornello"">Laudato sii, o mio Signore. (4 volte)</p><p class=""canto-testo"">3. Perché il senso della vita,</br>è cantare e lodarti,</br>e perché la nostra vita,</br>sia sempre una canzone.</p><p class=""canto-ritornello"">Laudato sii, o mio Signore. (4 volte)</p><p class=""canto-testo"">4. E per quelli che ora piangono,</br>e per quelli che ora soffrono,</br>e per quelli che ora nascono,</br>e per quelli che ora muoiono.</p><p class=""canto-ritornello"">Laudato sii, o mio Signore. (4 volte)</p>"
175;"Le mani alzate";"<p class=""nome-canto"">175 Le mani alzate</p><p class=""canto-ritornello"">Le mani alzate verso Te, Signor,</br>per offrirti il mondo.</br>Le mani alzate verso Te, Signor:</br>gioia è in me nel profondo.</p><p class=""canto-testo"">1. Guardaci Tu, Signore, nel tuo amore:</br>altra salvezza qui non c'è.</br>Come ruscelli d'acqua verso il mare,</br>piccoli siamo innanzi a Te.</p><p class=""canto-ritornello"">Le mani alzate verso Te, Signor,</br>per offrirti il mondo.</br>Le mani alzate verso Te, Signor:</br>gioia è in me nel profondo.</p><p class=""canto-testo"">2. Guidaci Tu, Signore, col tuo amore</br>per strade ignote verso Te.</br>Siam pellegrini sulle vie del mondo:</br>tu solo puoi condurci a Te.</p><p class=""canto-ritornello"">Le mani alzate verso Te, Signor,</br>per offrirti il mondo.</br>Le mani alzate verso Te, Signor:</br>gioia è in me nel profondo.</p><p class=""canto-testo"">3. Formaci Tu, Signore, al tuo amore,</br>rendi Tu nuovo il nostro cuor.</br>Riempilo del tuo Spirito di luce,</br>su di noi trasfondi i tuoi tesor.</p><p class=""canto-ritornello"">Le mani alzate verso Te, Signor,</br>per offrirti il mondo.</br>Le mani alzate verso Te, Signor:</br>gioia è in me nel profondo.</p><p class=""canto-testo"">4. Prendici Tu, Signore, nel tuo amore:</br>nulla noi siamo senza Te.</br>Anima e corpo son la nostra offerta,</br>per noi Tu solo sarai re.</p><p class=""canto-ritornello"">Le mani alzate verso Te, Signor,</br>per offrirti il mondo.</br>Le mani alzate verso Te, Signor:</br>gioia è in me nel profondo.</p><p class=""canto-testo"">5. Accogli Tu, Signore, il nostro amore:</br>povero è qui davanti a Te.</br>La tua bontà ravvivi la speranza</br>che ogni credente porta in sé.</p><p class=""canto-ritornello"">Le mani alzate verso Te, Signor,</br>per offrirti il mondo.</br>Le mani alzate verso Te, Signor:</br>gioia è in me nel profondo.</p>"
176;"Le tue mani";"<p class=""nome-canto"">176 Le tue mani</p><p class=""canto-testo"">1. 'Le tue mani son piene di fiori:</br>dove li portavi, fratello mio?'</br>'Li portavo alla tomba di Cristo,</br>ma l'ho trovata vuota, sorella mia!'</p><p class=""canto-ritornello"">Alleluia, alleluia.</br>Alleluia, alleluia!</p><p class=""canto-testo"">2. 'I tuoi occhi riflettono gioia:</br>dimmi cosa hai visto fratello mio?'</br>'Ho veduto morire la morte,</br>ecco cosa ho visto sorella mia.'</p><p class=""canto-ritornello"">Alleluia, alleluia.</br>Alleluia, alleluia!</p><p class=""canto-testo"">3. 'Stai cantando un'allegra canzone:</br>dimmi perché canti, fratello mio?'</br>'Perché so che la vita non muore,</br>ecco perché canto, sorella mia.'</p><p class=""canto-ritornello"">Alleluia, alleluia.</br>Alleluia, alleluia!</p>"
177;"Le tue meraviglie";"<p class=""nome-canto"">177 Le tue meraviglie</p><p class=""canto-ritornello"">Ora lascia o Signore che io vada in pace,</br>perché ho visto le tue meraviglie.</br>Il tuo popolo in festa per le strade correrà</br>a portare le tue meraviglie!</p><p class=""canto-testo"">1. La tua presenza ha riempito d'amore</br>le nostre vite, le nostre giornate.</br>In Te una sola anima,</br>un solo cuore siamo noi:</br>con Te la luce risplende,</br>splende più chiara che mai!</p><p class=""canto-ritornello"">Ora lascia o Signore che io vada in pace,</br>perché ho visto le tue meraviglie.</br>Il tuo popolo in festa per le strade correrà</br>a portare le tue meraviglie!</p><p class=""canto-testo"">La tua presenza ha inondato d'amore</br>le nostre vite, le nostre giornate.</br>Fra la tua gente resterai,</br>per sempre vivo in mezzo a noi:</br>fino ai confini del tempo,</br>così ci accompagnerai.</p><p class=""canto-ritornello"">Ora lascia o Signore che io vada in pace,</br>perché ho visto le tue meraviglie.</br>Il tuo popolo in festa per le strade correrà</br>a portare le tue meraviglie!</p><p class=""canto-ritornello"">Ora lascia o Signore che io vada in pace,</br>perché ho visto le tue meraviglie.</br>Il tuo popolo in festa per le strade correrà</br>a portare le tue meraviglie!</p>"
178;"Lodate Dio (Albisetti-Straslund)";"<p class=""nome-canto"">178 Lodate Dio (Albisetti-Straslund)</p><p class=""canto-testo"">1. Lodate Dio, schiere beate del cielo.</br>Lodate Dio, genti di tutta la terra.</br>Cantate a Lui che l'universo creò,</br>somma sapienza e splendore.</p><p class=""canto-testo"">2. Lodate Dio, Padre che dona ogni bene.</br>Lodate Dio, ricco di grazia e perdono.</br>Cantate A Lui, che tanto gli uomini amò,</br>da dare l'unico figlio.</p><p class=""canto-testo"">3. Lodate Dio, uno e trino Signore.</br>Lodate Dio, meta e premio dei buoni.</br>Cantate a Lui, sorgente di ogni bontà,</br>per tutti i secoli. Amen.</p>"
179;"Lodate Dio (Gen)";"<p class=""nome-canto"">179 Lodate Dio (Gen)</p><p class=""canto-testo"">Lodate Dio, cieli immensi ed infiniti.</br>Lodate Dio, cori eterni d'angeli.</br>Lodate Dio, santi del suo regno.</br>Lodatelo uomini.</br>Dio vi ama, lodatelo uomini. Dio è con voi.</p>"
180;"Lodate il Signore";"<p class=""nome-canto"">180 Lodate il Signore</p><p class=""canto-ritornello"">Lodate il Signore ed invocate il suo nome.</br>Proclamate tra i popoli le sue opere. (2 volte)</p><p class=""canto-testo"">1. Cantate a Lui con gioia,</br>contemplate tutti i suoi prodigi.</br>Gloriatevi del suo Santo nome;</br>gioisca il cuore di chi cerca il Signore.</p><p class=""canto-ritornello"">Lodate il Signore ed invocate il suo nome.</br>Proclamate tra i popoli le sue opere. (2 volte)</p><p class=""canto-testo"">2. Cercate la sua potenza,</br>ricordate le sue meraviglie.</br>I suoi giudizi sopra tutta la terra,</br>esultino i giusti inneggiando al Signore.</p><p class=""canto-ritornello"">Lodate il Signore ed invocate il suo nome.</br>Proclamate tra i popoli le sue opere. (2 volte)</p>"
181;"Lodate il Signore dai cieli";"<p class=""nome-canto"">181 Lodate il Signore dai cieli</p><p class=""canto-ritornello"">Lodate il Signore dai cieli,</br>nell'alto dei cieli lodatelo.</br>Lodatelo, voi, suoi angeli,</br>lodatelo, voi, sue schiere.</p><p class=""canto-testo"">1. Lodatelo, sole e luna,</br>lodatelo, fulgide stelle.</br>Lodatelo, cieli nei cieli,</br>voi acque al di sopra dei cieli.</p><p class=""canto-ritornello"">Lodate il Signore dai cieli,</br>nell'alto dei cieli lodatelo.</br>Lodatelo, voi, suoi angeli,</br>lodatelo, voi, sue schiere.</p><p class=""canto-testo"">2. Lodate il Signore, creature,</br>voi mostri marini ed abissi,</br>il fuoco, la neve, la nebbia,</br>il vento che a Lui obbedisce.</p><p class=""canto-ritornello"">Lodate il Signore dai cieli,</br>nell'alto dei cieli lodatelo.</br>Lodatelo, voi, suoi angeli,</br>lodatelo, voi, sue schiere.</p><p class=""canto-testo"">3. Voi monti e voi tutte colline,</br>voi alberi e tutti voi cedri,</br>voi fiere e tutte le bestie,</br>voi rettili e uccelli alati.</p><p class=""canto-ritornello"">Lodate il Signore dai cieli,</br>nell'alto dei cieli lodatelo.</br>Lodatelo, voi, suoi angeli,</br>lodatelo, voi, sue schiere.</p><p class=""canto-testo"">4. I re della terra e i popoli,</br>i giudici e i governanti,</br>i giovani e le fanciulle,</br>i vecchi insieme ai bambini.</p><p class=""canto-ritornello"">Lodate il Signore dai cieli,</br>nell'alto dei cieli lodatelo.</br>Lodatelo, voi, suoi angeli,</br>lodatelo, voi, sue schiere.</p><p class=""canto-testo"">5. Perché il suo nome è sublime,</br>la gloria sua splende sul mondo.</br>È lode per i suoi fedeli,</br>il popolo che egli ama.</p><p class=""canto-ritornello"">Lodate il Signore dai cieli,</br>nell'alto dei cieli lodatelo.</br>Lodatelo, voi, suoi angeli,</br>lodatelo, voi, sue schiere.</p>"
182;"Lode a Te o Cristo";"<p class=""nome-canto"">182 Lode a Te o Cristo</p><p class=""canto-ritornello"">Lode a Te o Cristo, re di eterna gloria. (2 volte)</p><p class=""canto-testo"">1. Signore, Tu sei veramente</br>il Salvatore del mondo,</br>dammi dell'acqua viva</br>perché non abbia più sete.</p><p class=""canto-ritornello"">Lode a Te o Cristo, re di eterna gloria. (2 volte)</p><p class=""canto-testo"">2. Chi beve di quest'acqua</br>avrà di nuovo sete,</br>ma chi beve dell'acqua che Io gli darò</br>non avrà mai più sete.</p><p class=""canto-ritornello"">Lode a Te o Cristo, re di eterna gloria. (2 volte)</p>"
183;"Lode al nome tuo";"<p class=""nome-canto"">183 Lode al nome tuo</p><p class=""canto-testo"">1. Lode al nome tuo dalle terre più floride</br>dove tutto sembra vivere, lode al nome tuo.</br>Lode al nome tuo dalle terre più aride</br>dove tutto sembra sterile, lode al nome tuo.</br>Tornerò a lodarti sempre per ogni dono tuo</br>e quando scenderà la notte sempre io dirò:</p><p class=""canto-ritornello"">Benedetto il nome del Signor, lode al nome tuo.</br>Benedetto il nome del Signor, il glorioso nome di Gesù.</p><p class=""canto-testo"">2. Lode al nome tuo quando il sole splende su di me</br>quando tutto è incantevole, lode al nome tuo.</br>Lode al nome tuo quando io sto davanti a te</br>con il cuore triste e fragile, lode al nome tuo.</br>Tornerò a lodarti sempre per ogni dono tuo</br>e quando scenderà la notte sempre io dirò:</p><p class=""canto-ritornello"">Benedetto il nome del Signor, lode al nome tuo.</br>Benedetto il nome del Signor, il glorioso nome di Gesù.</p><p class=""canto-testo"">Tu doni e porti via, Tu doni e porti via,</br>ma sempre sceglierò di benedire Te.</br>Tornerò a lodarti sempre per ogni dono tuo</br>e quando scenderà la notte sempre io dirò:</p><p class=""canto-ritornello"">Benedetto il nome del Signor, lode al nome tuo. (3 volte)</br>Benedetto il nome del Signor, il glorioso nome di Gesù.</p><p class=""canto-testo"">Tu doni e porti via, Tu doni e porti via,</br>ma sempre sceglierò di benedire Te. (2 volte)</p>"
184;"Lodi all'Altissimo";"<p class=""nome-canto"">184 Lodi all'Altissimo</p><p class=""canto-testo"">1. Tu sei Santo, Signore Dio,</br>Tu sei forte, Tu sei grande.</br>Tu sei l'Altissimo, l'onnipotente,</br>Tu Padre santo, re del cielo.</p><p class=""canto-testo"">2. Tu sei trino, uno Signore,</br>Tu sei il bene, tutto il bene.</br>Tu sei l'Amore, Tu sei il vero,</br>Tu sei umiltà, Tu sei Sapienza.</p><p class=""canto-testo"">3. Tu sei bellezza, Tu sei la pace,</br>la sicurezza il gaudio e la letizia.</br>Tu sei speranza, Tu sei giustizia,</br>Tu temperanza e ogni ricchezza.</p><p class=""canto-testo"">4. Tu sei il custode, Tu sei mitezza,</br>Tu sei rifugio, Tu sei fortezza.</br>Tu carità, fede e speranza,</br>Tu sei tutta la nostra dolcezza.</p><p class=""canto-testo"">5. Tu sei la vita, eterno gaudio;</br>Signore grande, Dio ammirabile.</br>Onnipotente, o creatore!</br>O salvatore di misericordia.</p>"
185;"Luce che sorgi nella notte";"<p class=""nome-canto"">185 Luce che sorgi nella notte</p><p class=""canto-ritornello"">Luce che sorgi nella notte,</br>cantiamo a Te, o Signore!</br>Stella che splendi nel mattino</br>di un nuovo giorno,</br>cantiamo a Te, Cristo Gesù,</br>cantiamo a Te, o Signore!</p><p class=""canto-testo"">1. Mentre il silenzio avvolge la terra</br>Tu vieni in mezzo a noi, parola del Padre:</br>riveli ai nostri cuori l'amore di Dio.</br>A Te la lode, a Te la gloria, nostro Salvatore!</p><p class=""canto-ritornello"">Luce che sorgi nella notte,</br>cantiamo a Te, o Signore!</br>Stella che splendi nel mattino</br>di un nuovo giorno,</br>cantiamo a Te, Cristo Gesù,</br>cantiamo a Te, o Signore!</p><p class=""canto-testo"">2. Mentre la notte si fa più profonda</br>Tu vieni in mezzo a noi, splendore del Padre:</br>e doni ai nostri cuori la luce di Dio.</br>A Te la lode, a Te la gloria, nostro Salvatore!</p><p class=""canto-ritornello"">Luce che sorgi nella notte,</br>cantiamo a Te, o Signore!</br>Stella che splendi nel mattino</br>di un nuovo giorno,</br>cantiamo a Te, Cristo Gesù,</br>cantiamo a Te, o Signore!</p><p class=""canto-testo"">3. Mentre l'attesa si fa invocazione</br>Tu vieni in mezzo a noi, o Figlio del Padre:</br>e porti ai nostri cuori la vita di Dio.</br>A Te la lode, a Te la gloria, nostro Salvatore!</p><p class=""canto-ritornello"">Luce che sorgi nella notte,</br>cantiamo a Te, o Signore!</br>Stella che splendi nel mattino</br>di un nuovo giorno,</br>cantiamo a Te, Cristo Gesù,</br>cantiamo a Te, o Signore!</p>"
186;"Luce del mondo";"<p class=""nome-canto"">186 Luce del mondo</p><p class=""canto-testo"">1. Luce del mondo sei Signor,</br>il tuo amore ci illumina,</br>e le tenebre che avvolgono il nostro cuor,</br>con la tua luce svaniscono.</br>Luce del mondo sei Signor,</br>il tuo amore ci illumina,</br>e le tenebre che avvolgono il nostro cuor,</br>con la tua luce svaniscono,</br>con la tua luce svaniscono.</p><p class=""canto-ritornello"">Luce del mondo sei, luce che illumina,</br>luce del mondo sei!</br>Il tuo amore, Signor, mai si spegnerà.</br>Perché luce del mondo sei,</br>luce che illumina.</p><p class=""canto-testo"">2. Gioia del mondo sei Signor,</br>il tuo amore ci fa cantar,</br>le tristezze che sempre ci opprimono,</br>con la tua gioia svaniscono.</br>Gioia del mondo sei Signor,</br>il tuo amore ci fa cantar,</br>le tristezze che sempre ci opprimono,</br>con la tua gioia svaniscono,</br>con la tua gioia svaniscono.</p><p class=""canto-ritornello"">Gioia del mondo sei, gioia che fa cantar,</br>gioia del mondo sei!</br>Il tuo amore, Signor, mai si spegnerà.</br>Perché gioia del mondo sei,</br>gioia che fa cantar.</p><p class=""canto-testo"">3. Forza del mondo sei Signor,</br>il tuo amore ci libera,</br>le catene che ci legano,</br>con la tua forza svaniscono.</br>Gioia del mondo sei Signor,</br>il tuo amore ci libera,</br>le catene che ci legano,</br>con la tua forza svaniscono,</br>con la tua forza svaniscono.</p><p class=""canto-ritornello"">Forza del mondo sei, forza che libera,</br>forza del mondo sei!</br>Il tuo amore, Signor, mai si spegnerà,</br>perché forza del mondo sei,</br>forza che libera.</p><p class=""canto-testo"">4. Luce del mondo sei Signor,</br>il tuo amore ci illumina,</br>e le tenebre che avvolgono il nostro cuor,</br>con la tua luce svaniscono.</br>Luce del mondo sei Signor,</br>il tuo amore ci illumina,</br>e le tenebre che avvolgono il nostro cuor,</br>con la tua luce svaniscono,</br>con la tua luce svaniscono.</p><p class=""canto-ritornello"">Luce del mondo sei, gioia che fa cantar,</br>forza del mondo sei!</br>Il tuo amore, Signor, mai si spegnerà.</br>Perché luce del mondo sei,</br>luce che illumina.</br>Luce che illumina.</p>"
187;"Luce di verità";"<p class=""nome-canto"">187 Luce di verità</p><p class=""canto-ritornello"">Luce di verità, fiamma di carità,</br>vincolo di unità, Spirito Santo amore.</br>Dona la libertà, dona la santità,</br>fa' dell'umanità il tuo canto di lode.</p><p class=""canto-testo"">1. Ci poni come luce sopra un monte:</br>in noi l'umanità vedrà il tuo volto.</br>Ti testimonieremo fra le genti:</br>in noi l'umanità vedrà il tuo volto.</br>Spirito, vieni.</p><p class=""canto-ritornello"">Luce di verità, fiamma di carità,</br>vincolo di unità, Spirito Santo amore.</br>Dona la libertà, dona la santità,</br>fa' dell'umanità il tuo canto di lode.</p><p class=""canto-testo"">2. Cammini accanto a noi lungo la strada,</br>si realizzi in noi la tua missione.</br>Attingeremo forza dal tuo cuore,</br>si realizzi in noi la tua missione.</br>Spirito, vieni.</p><p class=""canto-ritornello"">Luce di verità, fiamma di carità,</br>vincolo di unità, Spirito Santo amore.</br>Dona la libertà, dona la santità,</br>fa' dell'umanità il tuo canto di lode.</p><p class=""canto-testo"">3. Come sigillo posto sul tuo cuore,</br>ci custodisci, Dio, nel tuo amore.</br>Hai dato la tua vita per salvarci,</br>ci custodisci, Dio, nel tuo amore.</br>Spirito, vieni.</p><p class=""canto-ritornello"">Luce di verità, fiamma di carità,</br>vincolo di unità, Spirito Santo amore.</br>Dona la libertà, dona la santità,</br>fa' dell'umanità il tuo canto di lode.</p><p class=""canto-testo"">4. Dissiperai le tenebre del male,</br>esulterà in Te la creazione.</br>Vivremo al tuo cospetto in eterno,</br>esulterà in Te la creazione.</br>Spirito, vieni.</p><p class=""canto-ritornello"">Luce di verità, fiamma di carità,</br>vincolo di unità, Spirito Santo amore.</br>Dona la libertà, dona la santità,</br>fa' dell'umanità il tuo canto di lode.</p><p class=""canto-testo"">5. Vergine del silenzio e della fede</br>l'Eterno ha posto in te la sua dimora.</br>Il tuo 'sì' risuonerà per sempre:</br>l'Eterno ha posto in te la sua dimora.</br>Spirito, vieni.</p><p class=""canto-ritornello"">Luce di verità, fiamma di carità,</br>vincolo di unità, Spirito Santo amore.</br>Dona la libertà, dona la santità,</br>fa' dell'umanità il tuo canto di lode.</p><p class=""canto-testo"">6. Tu nella Santa Casa accogli il dono,</br>sei Tu la porta che ci apre il Cielo.</br>Con Te la Chiesa canta la sua lode,</br>sei Tu la porta che ci apre il Cielo.</br>Spirito, vieni.</p><p class=""canto-ritornello"">Luce di verità, fiamma di carità,</br>vincolo di unità, Spirito Santo amore.</br>Dona la libertà, dona la santità,</br>fa' dell'umanità il tuo canto di lode.</p><p class=""canto-testo"">7. Tu nella brezza parli al nostro cuore:</br>ascolteremo, Dio, la tua parola;</br>ci chiami a condividere il tuo amore:</br>ascolteremo, Dio, la tua parola.</br>Spirito, vieni.</p><p class=""canto-ritornello"">Luce di verità, fiamma di carità,</br>vincolo di unità, Spirito Santo amore.</br>Dona la libertà, dona la santità,</br>fa' dell'umanità il tuo canto di lode.</p>"
188;"Luce divina";"<p class=""nome-canto"">188 Luce divina</p><p class=""canto-testo"">1. Luce divina, splende di Te</br>il segreto del mattino.</br>Luce di Cristo, sei per noi</br>tersa voce di sapienza:</br>Tu per nome tutti chiami</br>alla voce dell'incontro.</p><p class=""canto-testo"">2. Luce feconda, ardi in noi,</br>primo dono del Risorto.</br>Limpida luce, abita in noi,</br>chiaro sole di giustizia:</br>Tu redimi nel profondo</br>ogni ansia di salvezza.</p><p class=""canto-testo"">3. Luce perenne, vive di Te,</br>chi cammina nella fede.</br>Dio d'amore sei con noi</br>nel mistero che riveli:</br>Tu pronunci la Parola,</br>che rimane sempre vera.</p><p class=""canto-testo"">4. Fervido fuoco, scendi ancor</br>nella Chiesa dei redenti.</br>Vento gagliardo, santo vigor,</br>nella vita ci sospingi:</br>rinnovati nella grazia,</br>verso il giorno senza fine.</p>"
189;"Ma la tua parola (Symbolum '80)";"<p class=""nome-canto"">189 Ma la tua parola (Symbolum '80)</p><p class=""canto-testo"">1. Oltre la memoria del tempo che ho vissuto,</br>oltre la speranza che serve al mio domani,</br>oltre al desiderio di vivere il presente,</br>anch'io confesso ho chiesto: 'Che cos'è verità?'</p><p class=""canto-testo"">E Tu come un desiderio</br>che non ha memorie, Padre buono,</br>come una speranza che non ha confini,</br>come un tempo eterno sei per me.</p><p class=""canto-ritornello"">Io so quanto amore chiede</br>questa lunga attesa del tuo giorno o Dio;</br>luce in ogni cosa io non vedo ancora,</br>ma la tua parola mi rischiarerà.</p><p class=""canto-testo"">2. Quando le parole non bastano all'amore,</br>quando il mio fratello domanda più del pane,</br>quando l'illusione promette un mondo nuovo,</br>anch'io rimango incerto nel mezzo del cammino.</p><p class=""canto-testo"">E Tu Figlio tanto amato,</br>verità dell'uomo, mio Signore,</br>come la promessa di un perdono eterno,</br>libertà infinita sei per me.</p><p class=""canto-ritornello"">Io so quanto amore chiede</br>questa lunga attesa del tuo giorno o Dio;</br>luce in ogni cosa io non vedo ancora,</br>ma la tua parola mi rischiarerà.</p><p class=""canto-testo"">3. Chiedo alla mia mente, coraggio di cercare,</br>chiedo alle mie mani, la forza di donare,</br>chiedo al cuore incerto passione per la vita,</br>e chiedo a te fratello di credere con me!</p><p class=""canto-testo"">E Tu forza della vita,</br>Spirito d'amore, dolce Iddio,</br>grembo d'ogni cosa, tenerezza immensa,</br>verità del mondo sei per me.</p><p class=""canto-ritornello"">Io so quanto amore chiede</br>questa lunga attesa del tuo giorno o Dio;</br>luce in ogni cosa io non vedo ancora,</br>ma la tua parola mi rischiarerà.</p>"
190;"Magnificat (Egli ha posato)";"<p class=""nome-canto"">190 Magnificat (Egli ha posato)</p><p class=""canto-ritornello"">L'anima mia magnifica il nome tuo, Signor.</br>E lo Spirito gioisce nell'amore del Signor.</p><p class=""canto-testo"">1. Egli ha posato il suo sguardo</br>su di me piccola creatura.</br>Ecco che fin d'ora tutti gli uomini</br>riconosceranno in me santità.</br>Hai compiuto grandi cose</br>dentro di me, Signor.</br>Per coloro che ti temono</br>dono sei di carità.</p><p class=""canto-ritornello"">L'anima mia magnifica il nome tuo, Signor.</br>E lo Spirito gioisce nell'amore del Signor.</p><p class=""canto-testo"">2. Hai disorientato gli orgogliosi,</br>rimandato i ricchi a mani vuote.</br>Hai portato in cielo gli umiliati,</br>quelli che non hanno avuto dignità.</br>Non ti sei dimenticato</br>di tutti noi Signor.</br>Ci hai donato la tua pace</br>segno dell'eternità.</p><p class=""canto-ritornello"">L'anima mia magnifica il nome tuo, Signor.</br>E lo Spirito gioisce nell'amore del Signor.</p>"
191;"Mani";"<p class=""nome-canto"">191 Mani</p><p class=""canto-testo"">1. Vorrei che le parole mutassero in preghiera,</br>e rivederti o Padre, che dipingevi il cielo.</br>Sapessi quante volte guardando questo mondo,</br>vorrei che Tu tornassi a ritoccarne il cuore.</br>Vorrei che le mie mani avessero la forza</br>per sostenere chi non può camminare.</br>Vorrei che questo cuore, che esplode in sentimenti,</br>diventasse culla per chi non ha più madre.</p><p class=""canto-ritornello"">Mani, prendi queste mie mani.</br>Fanne vita, fanne amore.</br>Braccia aperte per ricevere chi è solo. Cuore,</br>prendi questo mio cuore,</br>fa che si spalanchi al mondo,</br>germogliando per quegli occhi</br>che non sanno pianger più.</p><p class=""canto-testo"">2. Sei Tu lo spazio immenso che desidero da sempre,</br>so che mi stringerai e mi terrai la mano.</br>Fa che le mie strade si perdano nel buio,</br>ed io cammini dove cammineresti Tu.</br>Tu soffio della vita, prendi la mia giovinezza,</br>con le contraddizioni e le falsità.</br>Strumento fa che sia per annunciare il regno</br>a chi per queste vie Tu chiami beati.</p><p class=""canto-ritornello"">Mani, prendi queste mie mani.</br>Fanne vita, fanne amore.</br>Braccia aperte per ricevere chi è solo. Cuore,</br>prendi questo mio cuore,</br>fa che si spalanchi al mondo,</br>germogliando per quegli occhi</br>che non sanno pianger più.</p><p class=""canto-testo"">3. Noi giovani di un mondo che cancella i sentimenti</br>e inscatola le forze nell'asfalto di città.</br>Siamo stanchi di guardare, siamo stanchi di gridare.</br>Ci hai chiamati siamo tuoi, cammineremo insieme.</p><p class=""canto-ritornello"">Mani, prendi queste mie mani.</br>Fanne vita, fanne amore.</br>Braccia aperte per ricevere chi è solo. Cuore,</br>prendi questo mio cuore,</br>fa che si spalanchi al mondo,</br>germogliando per quegli occhi</br>che non sanno pianger più.</p><p class=""canto-ritornello"">Mani, prendi queste nostre mani.</br>Fanne vita, fanne amore,</br>braccia aperte per ricevere chi è solo. Cuori,</br>prendi questi nostri cuori,</br>fa che siano testimoni,</br>che Tu chiami ogni uomo</br>a far festa con Dio.</p>"
192;"Maranathà";"<p class=""nome-canto"">192 Maranathà</p><p class=""canto-ritornello"">Maranathà, maranathà,</br>Vieni, vieni Signore Gesù. (2 volte)</p><p class=""canto-testo"">1. Il mondo attende la luce del tuo volto,</br>le sue strade son solo oscurità;</br>rischiara i cuori di chi ti cerca,</br>di chi è in cammino incontro a Te.</p><p class=""canto-ritornello"">Maranathà, maranathà,</br>Vieni, vieni Signore Gesù. (2 volte)</p><p class=""canto-testo"">2. Vieni per l'uomo che cerca la sua strada,</br>per chi soffre, per chi non ama più;</br>per chi non spera, per chi è perduto,</br>e trova il buio attorno a sé.</p><p class=""canto-ritornello"">Maranathà, maranathà,</br>Vieni, vieni Signore Gesù. (2 volte)</p><p class=""canto-testo"">3. Tu ti sei fatto compagno nel cammino,</br>ci conduci nel buio insieme a Te;</br>Tu pellegrino sei per amore,</br>mentre cammini accanto a noi.</p><p class=""canto-ritornello"">Maranathà, maranathà,</br>Vieni, vieni Signore Gesù. (2 volte)</p>"
